cycle,length,bottleneck_kzt
100000008686313100→100000008603629100→100000007639767100→100000004400305100→100000004390333100→100000000437046100→100000008686313100,6,10000.0
100000008686313100→100000000437046100→100000007639767100→100000006866783100→100000002306369100→100000008603629100→100000008686313100,6,10000.0
100000008686313100→100000000437046100→100000007639767100→100000006866783100→100000008304139100→100000008603629100→100000008686313100,6,10000.0
100000008686313100→100000000437046100→100000007639767100→100000006866783100→100000004847758100→100000008603629100→100000008686313100,6,10000.0
100000008686313100→100000008477350100→100000007593823100→100000008111003100→100000003796063100→100000000331309100→100000008686313100,6,10000.0
100000008686313100→100000008603629100→100000007639767100→100000004400305100→100000001609499100→100000006866783100→100000008686313100,6,10000.0
100000008686313100→100000008603629100→100000007639767100→100000004400305100→100000005910114100→100000006866783100→100000008686313100,6,10000.0
100000008686313100→100000008603629100→100000007639767100→100000004400305100→100000003213473100→100000006866783100→100000008686313100,6,10000.0
100000008686313100→100000008603629100→100000007639767100→100000006866783100→100000000089154100→100000000437046100→100000008686313100,6,10000.0
100000008686313100→100000008603629100→100000007639767100→100000006866783100→100000004390333100→100000000437046100→100000008686313100,6,10000.0
100000008686313100→100000008603629100→100000007639767100→100000006866783100→100000008686313100,4,10000.0
100000004070318100→100000006866783100→100000008686313100→100000008477350100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000008686313100→100000000437046100→100000007639767100→100000006866783100→100000004351795100→100000008603629100→100000008686313100,6,10000.0
100000008587459100→100000006866783100→100000008686313100→100000008603629100→100000007639767100→100000004400305100→100000008587459100,6,10000.0
100000008587459100→100000006866783100→100000008686313100→100000000437046100→100000007639767100→100000004400305100→100000008587459100,6,10000.0
100000008587459100→100000006866783100→100000008686313100→100000008477350100→100000007639767100→100000004400305100→100000008587459100,6,10000.0
100000008587459100→100000006866783100→100000001660397100→100000008477350100→100000007639767100→100000004400305100→100000008587459100,6,10000.0
100000008587459100→100000006866783100→100000004351795100→100000008603629100→100000007639767100→100000004400305100→100000008587459100,6,10000.0
100000005519998100→100000004017410100→100000003934614100→100000004336312100→100000005519998100,4,10000.0
100000004070318100→100000008603629100→100000001609499100→100000006866783100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000002741024100→100000001439416100→100000002741024100,2,10000.0
100000003636627100→100000002692750100→100000003636627100,2,10000.0
100000004017410100→100000003934614100→100000004336312100→100000004017410100,3,10000.0
100000004070318100→100000008346837100→100000005910114100→100000006866783100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000008474308100→100000008443341100→100000008474308100,2,10000.0
100000004160650100→100000004005964100→100000002731501100→100000004160650100,3,10000.0
100000003509750100→100000004697956100→100000003509750100,2,10000.0
100000008304139100→100000008477350100→100000007639767100→100000006866783100→100000008304139100,4,10000.0
100000008603629100→100000001660397100→100000006866783100→100000007639767100→100000004400305100→100000008304139100→100000008603629100,6,10000.0
100000004070318100→100000008477350100→100000007639767100→100000006866783100→100000000089154100→100000000437046100→100000004070318100,6,10000.0
100000008686313100→100000008477350100→100000007639767100→100000004400305100→100000008304139100→100000008603629100→100000008686313100,6,10000.0
100000008686313100→100000006866783100→100000007639767100→100000004400305100→100000004847758100→100000008603629100→100000008686313100,6,10000.0
100000004070318100→100000004400305100→100000003213473100→100000006866783100→100000000089154100→100000000437046100→100000004070318100,6,10000.0
100000004070318100→100000004400305100→100000003213473100→100000006866783100→100000004390333100→100000000437046100→100000004070318100,6,10000.0
100000008603629100→100000001660397100→100000008477350100→100000007639767100→100000006866783100→100000004390333100→100000008603629100,6,10000.0
100000008603629100→100000001660397100→100000008477350100→100000007639767100→100000006866783100→100000002306369100→100000008603629100,6,10000.0
100000008603629100→100000001660397100→100000008477350100→100000007639767100→100000006866783100→100000008304139100→100000008603629100,6,10000.0
100000008686313100→100000006866783100→100000004351795100→100000008603629100→100000007639767100→100000004400305100→100000008686313100,6,10000.0
100000008587459100→100000006866783100→100000004351795100→100000000437046100→100000007639767100→100000004400305100→100000008587459100,6,10000.0
100000008587459100→100000006866783100→100000002306369100→100000008603629100→100000007639767100→100000004400305100→100000008587459100,6,10000.0
100000008587459100→100000006866783100→100000002306369100→100000008477350100→100000007639767100→100000004400305100→100000008587459100,6,10000.0
100000008686313100→100000006866783100→100000007639767100→100000004400305100→100000005048668100→100000008603629100→100000008686313100,6,10000.0
100000008686313100→100000006866783100→100000007639767100→100000004400305100→100000008304139100→100000000437046100→100000008686313100,6,10000.0
100000004007116100→100000004005964100→100000002731501100→100000004160650100→100000004007116100,4,10000.0
100000008304139100→100000006866783100→100000007639767100→100000004400305100→100000008304139100,4,10000.0
100000008587459100→100000006866783100→100000007639767100→100000004400305100→100000008587459100,4,10000.0
100000004070318100→100000008477350100→100000007639767100→100000006866783100→100000004390333100→100000000437046100→100000004070318100,6,10000.0
